City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,da lat,11.9465,108.4419,288.51,96,100,0.34,VN,1681763840
172,vardo,70.3705,31.1107,276.14,87,100,7.72,NO,1681763840
173,barrow,71.2906,-156.7887,254.16,71,0,5.66,US,1681763840
174,marawi,7.9986,124.2928,293.48,90,54,1.21,PH,1681763840
175,puerto madero,14.7208,-92.4215,306.26,52,40,4.12,MX,1681763841
176,krasnoarmeysk,51.0239,45.6969,280.09,48,94,2.06,RU,1681763841
177,moranbah,-22.0016,148.0466,294.27,83,100,4.27,AU,1681763841
178,pevek,69.7008,170.3133,262.83,72,3,6.74,RU,1681763841
179,butaritari,3.0707,172.7902,301.38,73,7,3.48,KI,1681763842
180,sambava,-14.2667,50.1667,297.4,89,99,4.23,MG,1681763842
181,nome,64.5011,-165.4064,259.19,78,0,1.54,US,1681763625
182,sussex,41.1834,-74.6663,291.87,47,75,5.14,US,1681763842
183,ambilobe,-13.2,49.05,296.15,94,46,1.52,MG,1681763843
184,halifax,44.6453,-63.5724,286.09,92,100,6.69,CA,1681763843
185,saskylakh,71.9167,114.0833,248.98,100,100,1.77,RU,1681763843
186,evensk,61.95,159.2333,273.97,99,100,6.23,RU,1681763843
187,college,64.8569,-147.8028,270.98,71,100,3.09,US,1681763843
188,les cayes,18.2,-73.75,300.77,67,39,3.42,HT,1681763844
189,whitehorse,60.7161,-135.0538,274.32,93,100,2.57,CA,1681763844
190,tenenkou,14.4572,-4.9169,305.67,7,3,3.59,ML,1681763844
191,klaksvik,62.2266,-6.589,283.66,98,100,7.01,FO,1681763844
192,cape canaveral,28.4058,-80.6048,296.47,67,100,7.2,US,1681763845
193,samarai,-10.6167,150.6667,300.04,73,97,1.75,PG,1681763845
194,kodiak,57.79,-152.4072,273.88,40,0,9.26,US,1681763845
195,del rio,29.3627,-100.8968,302.21,31,0,9.26,US,1681763845
196,loa janan,-0.583,117.095,296.06,99,100,0.92,ID,1681763845
197,praia da vitoria,38.7333,-27.0667,289.29,72,20,4.57,PT,1681763846
198,maniitsoq,65.4167,-52.9,271.67,76,20,8.63,GL,1681763846
199,planeta rica,8.4147,-75.5883,303.75,59,100,4.41,CO,1681763846
200,joshimath,30.5667,79.5667,286.69,54,28,3.02,IN,1681763846
201,umm lajj,25.0213,37.2685,299.45,34,0,3.22,SA,1681763847
202,abbeville,50.1,1.8333,282.87,94,80,4.18,FR,1681763847
203,east london,-33.0153,27.9116,295.08,38,0,2.1,ZA,1681763847
204,san lorenzo,-25.3333,-57.5333,296.67,83,75,3.09,PY,1681763603
205,wad rawah,15.1603,33.1397,304.21,9,99,4.69,SD,1681763847
206,zhangdian,34.2,119.3,292.4,81,100,1.73,CN,1681763848
207,belaya gora,68.5333,146.4167,264.87,94,100,2.22,RU,1681763848
208,nanortalik,60.1432,-45.2371,273.04,90,100,3.56,GL,1681763848
209,naliya,23.2667,68.8333,299.1,81,1,3.31,IN,1681763849
210,hangu,39.2489,117.7892,284.17,69,0,2.98,CN,1681763849
211,khani,41.9563,42.9566,282.91,85,100,2.63,GE,1681763849
212,inongo,-1.95,18.2667,296.79,83,100,1.81,CD,1681763849
213,tucuman,-26.8241,-65.2226,292.15,82,100,3.6,AR,1681763850
214,mulki,13.1,74.8,299.26,82,0,1.7,IN,1681763850
215,camana,-16.6228,-72.7111,295.88,77,21,3.86,PE,1681763850
216,miri,4.4148,114.0089,298.23,94,20,0.0,MY,1681763850
217,santa cruz de tenerife,28.4682,-16.2546,293.03,86,75,10.8,ES,1681763676
218,mayna,54.1135,47.6231,279.84,49,100,3.04,RU,1681763851
219,aquidauana,-20.4711,-55.7872,299.17,86,19,2.12,BR,1681763851
220,aguimes,27.9054,-15.4461,292.5,60,75,3.6,ES,1681763851
221,nyurba,63.2842,118.3319,260.74,91,100,3.74,RU,1681763851
222,mount gambier,-37.8333,140.7667,286.83,83,63,4.1,AU,1681763816
223,kaeo,-35.1,173.7833,293.33,90,99,6.5,NZ,1681763852
224,alyangula,-13.8483,136.4192,298.79,63,100,5.81,AU,1681763852
225,samalkha,29.2333,77.0167,303.74,21,42,1.61,IN,1681763852
226,iznik,40.4286,29.7211,286.01,94,90,1.57,TR,1681763852
227,mount isa,-20.7333,139.5,290.02,55,2,4.63,AU,1681763853
228,westport,41.1415,-73.3579,292.75,86,100,0.45,US,1681763853
229,kirakira,-10.4544,161.9205,299.97,76,78,2.47,SB,1681763853
230,sechura,-5.5569,-80.8222,302.18,65,96,3.97,PE,1681763854
231,mareeba,-17.0,145.4333,294.55,94,100,1.02,AU,1681763854
232,pullman,46.7313,-117.1796,282.51,59,40,4.47,US,1681763854
233,sao borja,-28.6606,-56.0044,295.9,50,48,4.32,BR,1681763854
234,leningradskiy,69.3833,178.4167,259.75,78,2,2.99,RU,1681763854
235,arman,59.7,150.1667,268.26,78,98,4.37,RU,1681763854
236,russell,32.3502,-85.1999,296.69,21,0,6.17,US,1681763855
237,itoman,26.1247,127.6694,295.58,83,20,5.14,JP,1681763855
238,pangnirtung,66.1451,-65.7125,259.15,85,0,2.57,CA,1681763855
239,rabo de peixe,37.8,-25.5833,287.88,77,40,3.6,PT,1681763856
240,bengkulu,-3.8004,102.2655,297.61,88,95,1.81,ID,1681763802
241,palora,-1.7,-77.9333,298.21,77,98,1.88,EC,1681763857
242,sampit,-2.5333,112.95,296.55,97,100,0.31,ID,1681763858
243,carnarvon,-24.8667,113.6333,294.36,40,38,5.82,AU,1681763859
244,vilhena,-12.7406,-60.1458,297.27,94,75,3.09,BR,1681763859
245,pozo colorado,-23.4923,-58.7972,294.48,98,100,2.06,PY,1681763859
246,ahuimanu,21.4447,-157.8378,299.99,72,40,4.12,US,1681763860
247,gao,16.6362,1.637,302.69,6,1,4.4,ML,1681763860
248,belyy yar,53.6039,91.3903,271.09,64,0,5.0,RU,1681763860
249,estevan,49.1334,-102.9842,286.34,37,20,10.8,CA,1681763651
250,sorland,67.667,12.6934,279.07,86,90,5.29,NO,1681763861
251,severo-kurilsk,50.6789,156.125,273.86,99,100,4.45,RU,1681763861
252,lompoc,34.6391,-120.4579,292.47,70,40,12.52,US,1681763861
253,bang saphan,11.2126,99.5117,298.44,88,65,1.52,TH,1681763862
254,madison,34.7334,-86.5667,293.83,22,0,7.72,US,1681763697
255,gamba,-2.65,10.0,299.45,88,85,2.16,GA,1681763597
256,saint-pierre,-21.3393,55.4781,297.97,73,0,3.6,RE,1681763822
257,namatanai,-3.6667,152.4333,299.73,77,45,1.76,PG,1681763862
258,saint-francois,46.4154,3.9054,281.3,92,100,1.03,FR,1681763862
259,kralendijk,12.15,-68.2667,302.14,65,75,6.69,BQ,1681763863
260,achacachi,-16.05,-68.6833,285.75,61,25,3.29,BO,1681763863
261,ojinaga,29.5667,-104.4167,305.13,30,0,0.0,MX,1681763863
262,alice springs,-23.7,133.8833,280.9,93,48,0.0,AU,1681763863
263,dahuk,36.8695,42.994,288.64,54,7,1.8,IQ,1681763864
264,qaqortoq,60.7167,-46.0333,273.48,82,97,2.01,GL,1681763864
265,lavrentiya,65.5833,-171.0,259.1,90,66,1.99,RU,1681763864
266,the valley,18.217,-63.0578,300.43,78,40,3.6,AI,1681763819
267,hami,42.8,93.45,291.68,26,30,2.66,CN,1681763864
268,san joaquin,37.9333,-121.3011,289.88,50,0,3.6,US,1681763865
269,bonavista,48.6499,-53.1147,272.49,86,9,2.57,CA,1681763865
270,axim,4.8699,-2.2405,300.35,85,24,2.16,GH,1681763865
271,tonj,7.2737,28.6822,300.09,60,100,2.99,SS,1681763866
272,galle,6.0367,80.217,300.1,75,14,0.93,LK,1681763867
273,danshui,22.7984,114.4672,296.29,94,29,1.84,CN,1681763867
274,ziro,27.6333,93.8333,285.17,81,68,1.33,IN,1681763867
275,hofn,64.2539,-15.2082,281.1,96,99,4.69,IS,1681763867
